crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
IMG_7947_JPG__008__SOT96.png,winnies_packages,valid/images/IMG_7947_JPG.rf.ec6c072a3c725ab3086f7830c0b6fe90.jpg,IMG_7947_JPG,SOT96,305,467,57,88,190,292,component,,,
IMG_7948_JPG__000__resistor.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,resistor,173,93,33,18,108,58,component,,,
IMG_7948_JPG__001__resistor.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,resistor,198,92,37,17,124,57,component,,,
IMG_7948_JPG__002__resistor.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,resistor,108,184,20,34,68,115,component,,,
IMG_7948_JPG__004__capacitor.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,capacitor,157,85,30,16,98,53,component,,,
IMG_7948_JPG__006__LED.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,LED,300,144,56,28,187,90,component,,,
IMG_7948_JPG__007__LED.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,LED,304,128,56,24,190,80,component,,,
IMG_7948_JPG__008__SOT96.png,winnies_packages,train/images/IMG_7948_JPG.rf.0d070125e99d3d6cc42a39148315c863.jpg,IMG_7948_JPG,SOT96,488,346,91,65,305,216,component,,,
IMG_7949_JPG__000__resistor.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,resistor,79,143,15,27,49,89,component,,,
IMG_7949_JPG__001__resistor.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,resistor,82,142,16,27,51,89,component,,,
IMG_7949_JPG__003__resistor.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,resistor,83,166,16,31,52,103,component,,,
IMG_7949_JPG__004__resistor.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,resistor,80,145,15,27,50,90,component,,,
IMG_7949_JPG__006__LED.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,LED,85,149,16,28,53,93,component,,,
IMG_7949_JPG__007__SOT96.png,winnies_packages,train/images/IMG_7949_JPG.rf.4daa0ea46480eef2ec933182a29ee55d.jpg,IMG_7949_JPG,SOT96,306,386,58,73,191,241,component,,,
IMG_7950_JPG__000__resistor.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,resistor,89,147,17,28,55,92,component,,,
IMG_7950_JPG__001__resistor.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,resistor,95,171,18,32,59,107,component,,,
IMG_7950_JPG__002__resistor.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,resistor,158,90,30,17,99,56,component,,,
IMG_7950_JPG__006__LED.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,LED,109,272,20,51,69,170,component,,,
IMG_7950_JPG__007__LED.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,LED,118,250,22,47,74,156,component,,,
IMG_7950_JPG__008__SOT96.png,winnies_packages,test/images/IMG_7950_JPG.rf.84e2e13f21ce5682fdb3525591a3027e.jpg,IMG_7950_JPG,SOT96,301,403,56,76,188,251,component,,,
IMG_7951_JPG__000__resistor.png,winnies_packages,train/images/IMG_7951_JPG.rf.050423c01153225b85ea5966376af553.jpg,IMG_7951_JPG,resistor,146,84,27,16,91,52,component,,,
IMG_7951_JPG__008__SOT753.png,winnies_packages,train/images/IMG_7951_JPG.rf.050423c01153225b85ea5966376af553.jpg,IMG_7951_JPG,SOT753,119,130,22,24,74,81,component,,,
IMG_7952_JPG__006__SOIC-14.png,winnies_packages,valid/images/IMG_7952_JPG.rf.32e2c097bd8bacfb99c9fd6e93b97242.jpg,IMG_7952_JPG,SOIC-14,313,416,59,78,196,260,component,,,
IMG_7953_JPG__000__capacitor.png,winnies_packages,test/images/IMG_7953_JPG.rf.9cb87ba3c70830ef07b5970ba492c8e7.jpg,IMG_7953_JPG,capacitor,98,169,19,32,61,106,component,,,
IMG_7953_JPG__001__capacitor.png,winnies_packages,test/images/IMG_7953_JPG.rf.9cb87ba3c70830ef07b5970ba492c8e7.jpg,IMG_7953_JPG,capacitor,87,141,16,26,55,88,component,,,
IMG_7953_JPG__003__SOT96.png,winnies_packages,test/images/IMG_7953_JPG.rf.9cb87ba3c70830ef07b5970ba492c8e7.jpg,IMG_7953_JPG,SOT96,472,305,89,57,295,191,component,,,
IMG_7954_JPG__003__capacitor.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,capacitor,141,82,27,15,88,51,component,,,
IMG_7954_JPG__004__capacitor.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,capacitor,82,124,15,23,51,78,component,,,
IMG_7954_JPG__006__capacitor.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,capacitor,81,125,15,24,51,78,component,,,
IMG_7954_JPG__010__capacitor.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,capacitor,81,121,15,23,51,76,component,,,
IMG_7954_JPG__018__feriet_kraal.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,feriet kraal,80,158,15,30,50,99,component,,,
IMG_7954_JPG__019__feriet_kraal.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,feriet kraal,88,150,16,28,55,94,component,,,
IMG_7954_JPG__020__SOT753.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,SOT753,221,186,42,35,138,116,component,,,
IMG_7954_JPG__021__SOT753.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,SOT753,216,184,40,35,135,115,component,,,
IMG_7954_JPG__022__SOT753.png,winnies_packages,train/images/IMG_7954_JPG.rf.1f6153744ec944dd2d99dac98d013568.jpg,IMG_7954_JPG,SOT753,213,182,40,34,133,114,component,,,
IMG_7955_JPG__000__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,165,111,31,21,103,69,component,,,
IMG_7955_JPG__001__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,161,92,30,17,101,57,component,,,
IMG_7955_JPG__002__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,170,79,32,15,106,49,component,,,
IMG_7955_JPG__003__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,143,85,27,16,89,53,component,,,
IMG_7955_JPG__004__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,78,173,15,32,49,108,component,,,
IMG_7955_JPG__005__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,148,87,28,16,92,54,component,,,
IMG_7955_JPG__006__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,172,107,32,20,107,67,component,,,
IMG_7955_JPG__007__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,173,85,32,16,108,54,component,,,
IMG_7955_JPG__008__resistor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,resistor,159,84,30,15,99,53,component,,,
IMG_7955_JPG__012__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,133,88,25,16,83,55,component,,,
IMG_7955_JPG__013__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,134,94,26,18,84,59,component,,,
IMG_7955_JPG__014__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,77,168,14,32,48,105,component,,,
IMG_7955_JPG__015__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,156,98,29,19,97,61,component,,,
IMG_7955_JPG__016__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,136,86,25,16,85,54,component,,,
IMG_7955_JPG__017__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,142,99,27,19,89,62,component,,,
IMG_7955_JPG__018__capacitor.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,capacitor,93,168,17,36,59,121,component,,,
IMG_7955_JPG__019__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,98,150,18,28,61,94,component,,,
IMG_7955_JPG__020__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,91,163,17,31,56,102,component,,,
IMG_7955_JPG__021__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,88,171,16,32,55,107,component,,,
IMG_7955_JPG__022__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,82,159,16,29,51,100,component,,,
IMG_7955_JPG__023__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,119,159,22,30,74,100,component,,,
IMG_7955_JPG__024__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,88,172,17,32,55,108,component,,,
IMG_7955_JPG__026__feriet_kraal.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,feriet kraal,94,172,18,32,59,107,component,,,
IMG_7955_JPG__027__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,Polyfuse_Z,240,131,45,25,150,82,component,,,
IMG_7955_JPG__028__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,Polyfuse_Z,232,108,43,21,145,67,component,,,
IMG_7955_JPG__029__SOT23.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,SOT23,187,216,35,40,117,135,component,,,
IMG_7955_JPG__030__SOT96.png,winnies_packages,valid/images/IMG_7955_JPG.rf.35773a4f35a81671f9d9ab52af5ddda1.jpg,IMG_7955_JPG,SOT96,332,412,62,77,208,258,component,,,
IMG_7956_JPG__000__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,201,108,38,21,126,67,component,,,
IMG_7956_JPG__001__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,204,88,38,17,128,55,component,,,
IMG_7956_JPG__002__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,89,168,16,32,56,105,component,,,
IMG_7956_JPG__003__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,101,190,19,35,63,119,component,,,
IMG_7956_JPG__004__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,196,98,37,19,122,61,component,,,
IMG_7956_JPG__005__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,108,187,21,35,67,117,component,,,
IMG_7956_JPG__006__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,107,195,20,36,67,122,component,,,
IMG_7956_JPG__007__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,98,179,18,34,61,112,component,,,
IMG_7956_JPG__008__resistor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,resistor,96,188,18,35,60,118,component,,,
IMG_7956_JPG__009__capacitor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,capacitor,120,169,22,32,75,106,component,,,
IMG_7956_JPG__010__capacitor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,capacitor,181,108,34,21,113,67,component,,,
IMG_7956_JPG__011__capacitor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,capacitor,187,97,35,18,117,61,component,,,
IMG_7956_JPG__012__capacitor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,capacitor,100,177,18,33,63,111,component,,,
IMG_7956_JPG__013__capacitor.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,capacitor,106,200,20,38,66,125,component,,,
IMG_7956_JPG__014__Polyfuse_Z.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,Polyfuse_Z,140,283,26,53,88,177,component,,,
IMG_7956_JPG__015__feriet_kraal.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,feriet kraal,249,115,47,22,155,72,component,,,
IMG_7956_JPG__016__feriet_kraal.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,feriet kraal,212,112,40,21,132,70,component,,,
IMG_7956_JPG__017__feriet_kraal.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,feriet kraal,209,106,39,20,131,66,component,,,
IMG_7956_JPG__018__feriet_kraal.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,feriet kraal,226,127,43,24,141,79,component,,,
IMG_7956_JPG__019__SOT96.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,SOT96,444,348,84,65,277,218,component,,,
IMG_7956_JPG__020__SOT23.png,winnies_packages,train/images/IMG_7956_JPG.rf.3076bef5d956ecb799ca8617599dfac8.jpg,IMG_7956_JPG,SOT23,244,203,46,38,152,127,component,,,
IMG_7957_JPG__000__resistor.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,resistor,151,201,28,37,94,126,component,,,
IMG_7957_JPG__001__resistor.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,resistor,124,196,24,37,77,123,component,,,
IMG_7957_JPG__002__capacitor.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,capacitor,125,173,24,33,78,108,component,,,
IMG_7957_JPG__003__capacitor.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,capacitor,192,130,36,24,120,81,component,,,
IMG_7957_JPG__004__Polyfuse_Z.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,Polyfuse_Z,294,146,55,27,184,91,component,,,
IMG_7957_JPG__005__SOT23.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,SOT23,269,203,51,38,168,127,component,,,
IMG_7957_JPG__006__SOT23.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,SOT23,244,248,46,47,152,155,component,,,
IMG_7957_JPG__007__SOT96.png,winnies_packages,train/images/IMG_7957_JPG.rf.0ee9284842f7714b7599a24fff110f40.jpg,IMG_7957_JPG,SOT96,472,370,89,70,295,231,component,,,
IMG_7958_JPG__000__resistor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,resistor,106,186,20,35,66,116,component,,,
IMG_7958_JPG__001__resistor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,resistor,182,94,34,17,114,59,component,,,
IMG_7958_JPG__002__capacitor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,capacitor,97,188,18,35,60,117,component,,,
IMG_7958_JPG__003__capacitor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,capacitor,97,214,18,40,60,134,component,,,
IMG_7958_JPG__004__capacitor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,capacitor,168,114,32,21,105,71,component,,,
IMG_7958_JPG__005__capacitor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,capacitor,139,200,26,38,87,125,component,,,
IMG_7958_JPG__006__capacitor.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,capacitor,116,204,21,38,73,128,component,,,
IMG_7958_JPG__007__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,Polyfuse_Z,144,256,27,48,90,160,component,,,
IMG_7958_JPG__008__Polyfuse_Z.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,Polyfuse_Z,152,274,29,51,95,171,component,,,
IMG_7958_JPG__009__feriet_kraal.png,winnies_packages,valid/images/IMG_7958_JPG.rf.6880dd8cc50d5fa00fc5728150b41124.jpg,IMG_7958_JPG,feriet kraal,106,223,20,42,66,140,component,,,
