crop_path,component_class,dataset_source,scene_id,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
pcb_dslr_008__rec1__1024__2304___768.png,tile ~24 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_011__rec1__1024__1536___768.png,tile ~24 linh kiện,tiles_1024,pcb_dslr_011__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_011__rec1__1024__2304___768.png,tile ~24 linh kiện,tiles_1024,pcb_dslr_011__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb14__rec1__1024__1536___1536.png,tile ~23 linh kiện,tiles_1024,pcb14__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb7__rec1__1024__3072___768.png,tile ~23 linh kiện,tiles_1024,pcb7__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_007__rec1__1024__3072___768.png,tile ~23 linh kiện,tiles_1024,pcb_dslr_007__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_014__rec1__1024__1536___1536.png,tile ~23 linh kiện,tiles_1024,pcb_dslr_014__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb13__rec1__1024__1536___768.png,tile ~22 linh kiện,tiles_1024,pcb13__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb32__rec1__1024__1536___1536.png,tile ~22 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb3__rec1__1024__1536___768.png,tile ~22 linh kiện,tiles_1024,pcb3__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__1536___768.png,tile ~22 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__1536___768.png,tile ~22 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__2304___1536.png,tile ~21 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb32__rec1__1024__2304___1536.png,tile ~21 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb8__rec1__1024__3072___768.png,tile ~21 linh kiện,tiles_1024,pcb8__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__3072___768.png,tile ~21 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb15__rec1__1024__1536___768.png,tile ~20 linh kiện,tiles_1024,pcb15__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb15__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb15__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb17__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb17__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__1536___768.png,tile ~20 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb3__rec1__1024__3072___768.png,tile ~20 linh kiện,tiles_1024,pcb3__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__1536___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__3072___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__1536___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__1536___1536.png,tile ~19 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb24__rec1__1024__2304___1536.png,tile ~19 linh kiện,tiles_1024,pcb24__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb39__rec1__1024__2304___768.png,tile ~19 linh kiện,tiles_1024,pcb39__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__1536___1536.png,tile ~19 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_024__rec1__1024__2304___1536.png,tile ~19 linh kiện,tiles_1024,pcb_dslr_024__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb13__rec1__1024__2304___768.png,tile ~18 linh kiện,tiles_1024,pcb13__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb13__rec1__1024__3072___1536.png,tile ~18 linh kiện,tiles_1024,pcb13__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__3072___0.png,tile ~18 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb22__rec1__1024__2304___768.png,tile ~18 linh kiện,tiles_1024,pcb22__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb28__rec1__1024__1536___768.png,tile ~18 linh kiện,tiles_1024,pcb28__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb28__rec1__1024__1536___1536.png,tile ~18 linh kiện,tiles_1024,pcb28__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb7__rec1__1024__1536___1536.png,tile ~18 linh kiện,tiles_1024,pcb7__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__3072___0.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_007__rec1__1024__1536___1536.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_007__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__2304___768.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__3072___1536.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_022__rec1__1024__2304___768.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_022__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__1536___768.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__1536___1536.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb17__rec1__1024__2304___1536.png,tile ~17 linh kiện,tiles_1024,pcb17__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb28__rec1__1024__3072___768.png,tile ~17 linh kiện,tiles_1024,pcb28__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__1536___768.png,tile ~17 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__2304___1536.png,tile ~17 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__3072___768.png,tile ~17 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb12__rec1__1024__2304___768.png,tile ~16 linh kiện,tiles_1024,pcb12__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__3072___1536.png,tile ~16 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb6__rec1__1024__2304___768.png,tile ~16 linh kiện,tiles_1024,pcb6__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_006__rec1__1024__2304___768.png,tile ~16 linh kiện,tiles_1024,pcb_dslr_006__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__2304___768.png,tile ~16 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb14__rec1__1024__1536___768.png,tile ~15 linh kiện,tiles_1024,pcb14__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__2304___0.png,tile ~15 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__2304___768.png,tile ~15 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb38__rec1__1024__2304___1536.png,tile ~15 linh kiện,tiles_1024,pcb38__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb8__rec1__1024__1536___768.png,tile ~15 linh kiện,tiles_1024,pcb8__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__2304___0.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__2304___768.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__1536___768.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_014__rec1__1024__1536___768.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_014__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb26__rec1__1024__3072___1536.png,tile ~14 linh kiện,tiles_1024,pcb26__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__3072___1536.png,tile ~14 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__2304___768.png,tile ~14 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb3__rec1__1024__2304___0.png,tile ~14 linh kiện,tiles_1024,pcb3__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__2304___0.png,tile ~14 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_026__rec1__1024__3072___1536.png,tile ~14 linh kiện,tiles_1024,pcb_dslr_026__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb11__rec1__1024__2304___0.png,tile ~13 linh kiện,tiles_1024,pcb11__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb15__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb15__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb17__rec1__1024__1536___768.png,tile ~13 linh kiện,tiles_1024,pcb17__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb18__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb18__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb23__rec1__1024__2304___768.png,tile ~13 linh kiện,tiles_1024,pcb23__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb30__rec1__1024__1536___1536.png,tile ~13 linh kiện,tiles_1024,pcb30__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_011__rec1__1024__2304___0.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_011__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__1536___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_018__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_018__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_023__rec1__1024__2304___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_023__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__1536___1536.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb10__rec1__1024__2304___768.png,tile ~12 linh kiện,tiles_1024,pcb10__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb11__rec1__1024__1536___0.png,tile ~12 linh kiện,tiles_1024,pcb11__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb12__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb12__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb15__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb15__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb18__rec1__1024__2304___768.png,tile ~12 linh kiện,tiles_1024,pcb18__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb1__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb1__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb20__rec1__1024__1536___768.png,tile ~12 linh kiện,tiles_1024,pcb20__rec1,1024,1024,0,0,0,0,board_tile,,,
