schema_version,artifact_status,coordinate_space,designator,designator_source,label,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg,rotation_source,footprint,observation_count,frame_count,support_ratio,class_purity,center_mad_px,median_confidence,consensus_status,review_reasons,class_counts_json,frame_ids_json
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0006,synthetic_auto,connector,354.307974,473.762527,107.963997,404.969513,608.782349,542.555542,,unknown_axis_aligned_detection,,4,30,0.133333,1.000000,6.639119,0.295466,NEEDS_REVIEW,low_support,"{""connector"": 4}","[""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1322.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0004,synthetic_auto,ic,1005.118164,474.742126,744.201294,408.085754,1262.903198,542.371704,,unknown_axis_aligned_detection,,3,30,0.100000,1.000000,6.227600,0.591399,NEEDS_REVIEW,low_support,"{""ic"": 3}","[""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0001,synthetic_auto,capacitor,2606.534119,477.148026,2578.485474,431.686356,2634.582764,522.609695,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,9.672000,0.325293,NEEDS_REVIEW,low_support,"{""capacitor"": 2}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_1090.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0005,synthetic_auto,ic,2260.416565,478.677368,1999.211914,408.221039,2521.621216,549.133698,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,4.628285,0.696008,NEEDS_REVIEW,low_support,"{""ic"": 2}","[""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_1060.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0006,synthetic_auto,ic,2294.620361,479.516266,2033.571167,398.178925,2558.257568,558.752136,,unknown_axis_aligned_detection,,15,30,0.500000,1.000000,8.346797,0.531453,NEEDS_REVIEW,low_support,"{""ic"": 15}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0002,synthetic_auto,capacitor,1972.126801,479.926918,1943.627686,436.019608,2000.625916,523.834229,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,8.937691,0.270071,NEEDS_REVIEW,low_support,"{""capacitor"": 2}","[""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_1090.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0007,synthetic_auto,ic,1662.809204,479.982956,1403.397400,401.661484,1921.106445,559.756500,,unknown_axis_aligned_detection,,20,30,0.666667,1.000000,11.895973,0.546472,NEEDS_REVIEW,low_support,"{""ic"": 20}","[""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0007,synthetic_auto,connector,382.168343,483.589302,135.711288,408.623779,627.500305,559.257660,,unknown_axis_aligned_detection,,10,30,0.333333,1.000000,15.193501,0.309290,NEEDS_REVIEW,low_support,"{""connector"": 10}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,R_AUTO_0003,synthetic_auto,resistor,670.398956,483.661118,644.866272,419.812042,699.847473,535.466858,,unknown_axis_aligned_detection,,9,30,0.300000,1.000000,9.927157,0.269704,NEEDS_REVIEW,low_support,"{""resistor"": 9}","[""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1505.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0008,synthetic_auto,ic,1037.972321,484.740616,773.136719,408.763550,1298.322998,563.138855,,unknown_axis_aligned_detection,,11,30,0.366667,1.000000,9.124650,0.616884,NEEDS_REVIEW,low_support,"{""ic"": 11}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0008,synthetic_auto,connector,344.205265,486.111160,88.620674,411.118988,599.789856,561.103333,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.326710,NEEDS_REVIEW,low_support,"{""connector"": 1}","[""mpi_pcb_train_good_0062.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0009,synthetic_auto,connector,2990.653259,489.623230,2749.858887,421.201904,3229.617310,558.044556,,unknown_axis_aligned_detection,,6,30,0.200000,1.000000,9.990865,0.278541,NEEDS_REVIEW,low_support,"{""connector"": 6}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1418.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0003,synthetic_auto,capacitor,1349.053528,496.546005,1320.705505,455.685455,1377.401550,537.406555,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,7.212586,0.281322,NEEDS_REVIEW,low_support,"{""capacitor"": 2}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0123.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0010,synthetic_auto,connector,386.011627,511.315674,135.103027,443.609741,636.920227,579.021606,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.254305,NEEDS_REVIEW,low_support,"{""connector"": 1}","[""mpi_pcb_train_good_0309.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0009,synthetic_auto,ic,3925.548767,545.783432,3823.670532,284.181610,4027.427002,807.385254,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,4.398387,0.338699,NEEDS_REVIEW,low_support,"{""ic"": 2}","[""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_1287.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,J_AUTO_0011,synthetic_auto,connector,3867.435303,558.275482,3747.799072,305.603149,3987.071533,810.947815,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.293926,NEEDS_REVIEW,low_support,"{""connector"": 1}","[""mpi_pcb_train_good_1505.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0004,synthetic_auto,capacitor,3226.610596,593.480194,3213.127441,573.157593,3240.093750,613.802795,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.350095,NEEDS_REVIEW,low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_0937.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0005,synthetic_auto,capacitor,1342.318451,594.818726,1326.842224,577.618134,1357.794678,612.019318,,unknown_axis_aligned_detection,,2,30,0.066667,1.000000,5.943292,0.375095,NEEDS_REVIEW,low_support,"{""capacitor"": 2}","[""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1000.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0006,synthetic_auto,capacitor,1337.192627,636.130798,1320.927856,619.729919,1353.457397,652.531677,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.274695,NEEDS_REVIEW,low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_0781.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0007,synthetic_auto,capacitor,2599.186768,638.038239,2583.447754,617.355225,2614.925781,658.721252,,unknown_axis_aligned_detection,,3,30,0.100000,1.000000,6.260925,0.316012,NEEDS_REVIEW,low_support,"{""capacitor"": 3}","[""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1000.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0008,synthetic_auto,capacitor,1976.300537,644.928741,1957.720093,626.677551,1994.880981,663.179932,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.279813,NEEDS_REVIEW,low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_1000.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0010,synthetic_auto,ic,1651.459290,734.740509,1383.841064,662.386292,1919.077515,807.094727,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.675291,NEEDS_REVIEW,low_support,"{""ic"": 1}","[""mpi_pcb_train_good_1090.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,D_AUTO_0001,synthetic_auto,diode,3458.878540,741.571167,3428.612305,679.328491,3489.144775,803.813843,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.266044,NEEDS_REVIEW,low_support,"{""diode"": 1}","[""mpi_pcb_train_good_0676.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0011,synthetic_auto,ic,1635.443695,742.273895,1374.066101,664.226257,1893.492188,823.741882,,unknown_axis_aligned_detection,,4,30,0.133333,1.000000,7.781973,0.621986,NEEDS_REVIEW,low_support,"{""ic"": 4}","[""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1060.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0012,synthetic_auto,ic,1002.617493,744.869644,740.922485,665.591949,1264.514404,831.236359,,unknown_axis_aligned_detection,,6,30,0.200000,1.000000,9.379868,0.650646,NEEDS_REVIEW,low_support,"{""ic"": 6}","[""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1287.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0009,synthetic_auto,capacitor,650.182831,749.779449,618.676147,700.858215,681.689514,798.700684,,unknown_axis_aligned_detection,,1,30,0.033333,1.000000,0.000000,0.291932,NEEDS_REVIEW,low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_1090.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0013,synthetic_auto,ic,2974.115234,752.570526,2720.489746,675.299652,3233.460938,830.564484,,unknown_axis_aligned_detection,,18,30,0.600000,1.000000,8.075611,0.751258,NEEDS_REVIEW,low_support,"{""ic"": 18}","[""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0014,synthetic_auto,ic,1668.912109,753.068604,1410.497375,676.849335,1928.935059,830.183868,,unknown_axis_aligned_detection,,10,30,0.333333,1.000000,5.843657,0.766209,NEEDS_REVIEW,low_support,"{""ic"": 10}","[""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,C_AUTO_0010,synthetic_auto,capacitor,3542.653992,753.191666,3517.880127,710.389771,3569.252319,797.325806,,unknown_axis_aligned_detection,,4,30,0.133333,1.000000,9.018760,0.285698,NEEDS_REVIEW,low_support,"{""capacitor"": 4}","[""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0015,synthetic_auto,ic,330.946501,753.373123,71.360989,678.519531,589.681793,831.238922,,unknown_axis_aligned_detection,,8,30,0.266667,1.000000,7.240668,0.524811,NEEDS_REVIEW,low_support,"{""ic"": 8}","[""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0016,synthetic_auto,ic,2283.302887,754.898682,2025.441345,674.964508,2543.068115,835.667908,,unknown_axis_aligned_detection,,28,30,0.933333,1.000000,9.506948,0.756436,CONSENSUS,,"{""ic"": 28}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0017,synthetic_auto,ic,1026.138016,755.930206,766.081360,681.772888,1287.354858,834.954865,,unknown_axis_aligned_detection,,24,30,0.800000,1.000000,10.535282,0.755492,CONSENSUS,,"{""ic"": 24}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-consensus-pixels/1.0,AUTHORITATIVE_PIXEL_CONSENSUS,golden_board_pixels,U_AUTO_0018,synthetic_auto,ic,1652.078308,756.204437,1387.713013,681.471741,1916.693726,834.616150,,unknown_axis_aligned_detection,,15,30,0.500000,1.000000,6.016387,0.695585,NEEDS_REVIEW,low_support,"{""ic"": 15}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
