schema_version,artifact_status,coordinate_space,proposal_basis,selected_golden_frame_id,selected_golden_sha256,selected_golden_observation_present,board_id,side,designator,designator_source,class_label,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg,footprint,observation_count,frame_count,support_ratio,class_purity,center_mad_px,median_confidence,consensus_status,review_status,review_reasons,class_counts_json,frame_ids_json
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0028,synthetic_auto,ic,2956.547241,1037.654495,2697.162231,964.581573,3218.518066,1110.727417,,,10,30,0.333333,1.000000,10.340508,0.747171,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 10}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0029,synthetic_auto,ic,1610.072449,1041.415604,1280.915771,958.239929,1939.525085,1121.125977,,,20,30,0.666667,1.000000,9.994915,0.757006,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 20}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0030,synthetic_auto,ic,938.986267,1042.784332,671.614502,960.505981,1203.974731,1119.674194,,,19,30,0.633333,1.000000,9.064193,0.745166,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 19}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,C_AUTO_0024,synthetic_auto,capacitor,1744.798706,1219.401001,1729.294434,1203.165527,1760.302979,1235.636475,,,1,30,0.033333,1.000000,0.000000,0.262628,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""capacitor"": 1}","[""mpi_pcb_train_good_0893.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0037,synthetic_auto,ic,3041.934753,1310.225006,2855.541016,1231.622131,3230.531616,1389.031982,,,20,30,0.666667,1.000000,11.930214,0.804636,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 20}","[""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,LED_AUTO_0003,synthetic_auto,led,3416.677979,1329.194336,3363.869385,1278.006836,3468.758057,1378.316162,,,5,30,0.166667,1.000000,6.002319,0.461068,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""led"": 5}","[""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0042,synthetic_auto,ic,1085.868423,1339.127594,580.053528,1199.432617,1594.035828,1478.009583,,,18,30,0.600000,1.000000,8.400558,0.743689,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 18}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0044,synthetic_auto,ic,2327.708374,1342.139221,1957.163086,1200.407471,2700.553467,1485.957031,,,25,30,0.833333,1.000000,10.763319,0.739353,CONSENSUS,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification,"{""ic"": 25}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0189.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0359.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1163.jpg"", ""mpi_pcb_train_good_1195.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1322.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1418.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1553.jpg"", ""mpi_pcb_train_good_1584.jpg"", ""mpi_pcb_train_good_1664.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0048,synthetic_auto,ic,3028.240845,1592.415161,2835.984863,1526.786621,3221.183350,1659.432007,,,9,30,0.300000,1.000000,10.928031,0.764186,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 9}","[""mpi_pcb_train_good_0040.jpg"", ""mpi_pcb_train_good_0062.jpg"", ""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0465.jpg"", ""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_1060.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1553.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0057,synthetic_auto,ic,2191.293793,1701.232361,1678.564392,1547.601379,2700.286011,1853.794495,,,8,30,0.266667,1.000000,5.754394,0.734837,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 8}","[""mpi_pcb_train_good_0245.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1584.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0060,synthetic_auto,ic,1179.911636,1708.856750,783.298920,1536.104431,1576.524353,1881.609070,,,2,30,0.066667,1.000000,10.055111,0.691448,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 2}","[""mpi_pcb_train_good_0605.jpg"", ""mpi_pcb_train_good_0893.jpg""]"
aoi-pnp-pixels-review-draft/1.0,NEEDS_REVIEW,golden_board_pixels,median_consensus_cluster_with_selected_golden_observation,mpi_pcb_train_good_0893.jpg,10c5b91aa967ca44a1a576c8ecf0e8a127305be8c34e586d6e040bafda7789f4,true,mpi_pcb_gas_pump,top,U_AUTO_0069,synthetic_auto,ic,3044.956543,1858.857788,2851.654785,1788.159912,3240.201294,1933.206604,,,16,30,0.533333,1.000000,6.644387,0.812071,NEEDS_REVIEW,NEEDS_REVIEW,synthetic_auto_designator;rotation_not_estimated;footprint_unknown;selected_golden_presence_not_identity_verification;low_support,"{""ic"": 16}","[""mpi_pcb_train_good_0123.jpg"", ""mpi_pcb_train_good_0309.jpg"", ""mpi_pcb_train_good_0418.jpg"", ""mpi_pcb_train_good_0522.jpg"", ""mpi_pcb_train_good_0629.jpg"", ""mpi_pcb_train_good_0676.jpg"", ""mpi_pcb_train_good_0781.jpg"", ""mpi_pcb_train_good_0812.jpg"", ""mpi_pcb_train_good_0893.jpg"", ""mpi_pcb_train_good_0937.jpg"", ""mpi_pcb_train_good_1000.jpg"", ""mpi_pcb_train_good_1090.jpg"", ""mpi_pcb_train_good_1287.jpg"", ""mpi_pcb_train_good_1386.jpg"", ""mpi_pcb_train_good_1505.jpg"", ""mpi_pcb_train_good_1584.jpg""]"
