crop_path,component_class,dataset_source,scene_id,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
pcb32__rec1__1024__1536___1536.png,tile ~22 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb32__rec1__1024__2304___1536.png,tile ~21 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__2304___1536.png,tile ~21 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__1536___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__2304___768.png,tile ~20 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__3072___768.png,tile ~20 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__1536___1536.png,tile ~19 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__2304___768.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__1536___768.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__3072___1536.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__3072___0.png,tile ~18 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__3072___768.png,tile ~17 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__1536___768.png,tile ~17 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__2304___1536.png,tile ~17 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__3072___1536.png,tile ~16 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_014__rec1__1024__1536___768.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_014__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__2304___0.png,tile ~15 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__2304___768.png,tile ~14 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__3072___1536.png,tile ~14 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb33__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb33__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__3072___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__1536___768.png,tile ~13 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__2304___1536.png,tile ~12 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb32__rec1__1024__3072___768.png,tile ~12 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__3072___1536.png,tile ~12 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__1536___768.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_002__rec1__1024__2304___768.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_002__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__3072___768.png,tile ~11 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__2304___1536.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb38__rec1__1024__1536___1536.png,tile ~11 linh kiện,tiles_1024,pcb38__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_023__rec1__1024__2304___1536.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_023__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_022__rec1__1024__2304___1536.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_022__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__1536___1536.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_011__rec1__1024__768___1536.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_011__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__2304___0.png,tile ~11 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb31__rec1__1024__2304___0.png,tile ~11 linh kiện,tiles_1024,pcb31__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_001__rec1__1024__3072___768.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_001__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__2304___1536.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_026__rec1__1024__2304___768.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_026__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_013__rec1__1024__3072___768.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_013__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb38__rec1__1024__3072___1536.png,tile ~10 linh kiện,tiles_1024,pcb38__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__1536___0.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_011__rec1__1024__768___768.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_011__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_003__rec1__1024__3072___0.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_003__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__3072___768.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_007__rec1__1024__3072___0.png,tile ~10 linh kiện,tiles_1024,pcb_dslr_007__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__1536___768.png,tile ~9 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_009__rec1__1024__3072___1536.png,tile ~9 linh kiện,tiles_1024,pcb_dslr_009__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_017__rec1__1024__2304___0.png,tile ~9 linh kiện,tiles_1024,pcb_dslr_017__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__2304___768.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__2304___1536.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_026__rec1__1024__3072___768.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_026__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb38__rec1__1024__2304___768.png,tile ~8 linh kiện,tiles_1024,pcb38__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_009__rec1__1024__2304___1536.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_009__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_009__rec1__1024__1536___768.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_009__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_027__rec1__1024__1536___1536.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_027__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_009__rec1__1024__1536___1536.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_009__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_029__rec1__1024__1536___1536.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_029__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_007__rec1__1024__3840___768.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_007__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_008__rec1__1024__3072___0.png,tile ~8 linh kiện,tiles_1024,pcb_dslr_008__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_009__rec1__1024__2304___768.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_009__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__1536___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_028__rec1__1024__3072___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_028__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_029__rec1__1024__3072___768.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_029__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__3072___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_027__rec1__1024__2304___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_027__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_029__rec1__1024__3072___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_029__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__3072___768.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_012__rec1__1024__3072___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_012__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_010__rec1__1024__1536___768.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_010__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__3072___0.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_026__rec1__1024__1536___768.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_026__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_007__rec1__1024__3840___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_007__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_015__rec1__1024__1536___1536.png,tile ~7 linh kiện,tiles_1024,pcb_dslr_015__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_030__rec1__1024__3072___768.png,tile ~6 linh kiện,tiles_1024,pcb_dslr_030__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb_dslr_010__rec1__1024__3072___768.png,tile ~6 linh kiện,tiles_1024,pcb_dslr_010__rec1,1024,1024,0,0,0,0,board_tile,,,
pcb32__rec1__1024__2304___768.png,tile ~6 linh kiện,tiles_1024,pcb32__rec1,1024,1024,0,0,0,0,board_tile,,,
